Datum,Wochentag,DatumNEU,KW,Std.,Log,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Menge i. O. L4,Menge i. O. L5,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Bemerkung,Anzahl/ Std.,Fehlercode,Sollzeit/ Stück (Min),Takt Gesamt,Leistung Sollzeit zu Gesamtzeit,Anlagen-Laufzeit (- Org-Mangel),Takt Gesamt2,Leistung Anlage inkl. Anl. ausfall,Anlagen-Laufzeit (- Anlagen-ausfall),Takt Gesamt3,Leistung eff. Anlage ohne Anl.-Ausfall,Produktionszeit(min)/ Std.,Takt Gesamt4,Leistung inkl. defizite,Unnamed: 36,Zeit_von_min,Zeit_bis_min,Bemerkung_norm,Bemerkung_std
2024-04-24,3,2024-04-24,2024/17,,,f,06:00:00,07:00:00,60.00000000000003,6.0,,,4.0,4.0,,10.0,,,,R 07,Drahtfasswechseln,,,8.5,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,35.00000000000003,8.750000000000007,0.9714285714285706,35.00000000000003,8.750000000000007,0.9714285714285706,0.0,360.0,420.0,drahtfasswechseln,drahtfasswechseln
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,15.0,,,,,Anlage leer gelaufen,,,,,,,,,,,,,,,0.0,,,anlage leer gelaufen,anlage leer gelaufen
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,f,08:00:00,09:00:00,60.00000000000003,6.0,,,3.0,3.0,,20.0,,,,R 06,Kollision (Brenner krum Robotech richten),,,8.5,20.00000000000001,0.42499999999999977,60.00000000000003,20.00000000000001,0.42499999999999977,25.00000000000003,8.333333333333343,1.019999999999999,25.00000000000003,8.333333333333343,1.019999999999999,0.0,480.0,540.0,kollision (brenner krum robotech richten),kollision (brenner krum robotech richten)
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,15.0,,,,,Anlage leer gelaufen,,,,,,,,,,,,,,,0.0,,,anlage leer gelaufen,anlage leer gelaufen
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,f,07:00:00,08:00:00,59.99999999999995,6.0,,,7.0,7.0,,,,,,,,,,8.5,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,0.0,420.0,480.0,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,3,2024-04-24,2024/17,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,f,09:30:00,10:00:00,30.000000000000053,6.0,,,3.0,3.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,0.0,570.0,600.0,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,f,12:00:00,13:15:00,75.00000000000006,6.0,,,6.0,6.0,,8.0,,,,OP 50,Messwert unplausibel. Messeinrichtung sauber gemacht.,,,8.5,12.500000000000009,0.6799999999999995,75.00000000000006,12.500000000000009,0.6799999999999995,57.00000000000006,9.500000000000009,0.8947368421052623,57.00000000000006,9.500000000000009,0.8947368421052623,0.0,720.0,795.0,messwert unplausibel. messeinrichtung sauber gemacht.,messwert unplausibel. messeinrichtung sauber gemacht.
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,10.0,,,Reinigen,,,,,,,,,,,,,,,0.0,,,reinigen,reinigen
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-24,3,2024-04-24,2024/17,,,f,10:00:00,11:00:00,59.99999999999995,6.0,,,8.0,8.0,,,,,,,,,,8.5,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,0.0,600.0,660.0,,
2024-04-24,3,2024-04-24,2024/17,,,f,11:00:00,12:00:00,60.00000000000003,6.0,,,8.0,8.0,,,,,,,,,,8.5,7.5000000000000036,1.1333333333333329,60.00000000000003,7.5000000000000036,1.1333333333333329,60.00000000000003,7.5000000000000036,1.1333333333333329,60.00000000000003,7.5000000000000036,1.1333333333333329,0.0,660.0,720.0,,
2024-04-24,3,2024-04-24,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,10:00:00,11:00:00,59.99999999999995,5.0,,1,6.0,7.0,,,,,,,,,,8.5,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,0.0,600.0,660.0,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,11:00:00,12:00:00,60.00000000000003,5.0,,6,,6.0,,,,,,,,,,8.5,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,0.0,660.0,720.0,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,12:00:00,13:15:00,75.00000000000006,5.0,,6,,6.0,,20.0,,,,R 03,Kollision ( Robotech informirt ),,,8.5,12.500000000000009,0.6799999999999995,75.00000000000006,12.500000000000009,0.6799999999999995,40.00000000000006,6.666666666666676,1.2749999999999981,40.00000000000006,6.666666666666676,1.2749999999999981,0.0,720.0,795.0,kollision ( robotech informirt ),kollision ( robotech informirt )
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,15.0,,,Reinigen,,,,,,,,,,,,,,,0.0,,,reinigen,reinigen
,4,2024-04-25,2024/17,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,,,,
,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,10.0,,,,,OP 100,    OP-110     Drahtwechseln,,,,,,,,,,,,,,,0.0,,,op-110 drahtwechseln,op-110 drahtwechseln
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,6.0,,,,,,Stirnwand kompletiert,,,,,,,,,,,,,,,0.0,,,stirnwand kompletiert,stirnwand kompletiert
2024-04-25,4,2024-04-25,2024/17,,,f,08:00:00,09:00:00,60.00000000000003,5.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,44.00000000000003,8.800000000000006,0.9659090909090903,44.00000000000003,8.800000000000006,0.9659090909090903,44.00000000000003,8.800000000000006,0.9659090909090903,0.0,480.0,540.0,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,07:00:00,08:00:00,59.99999999999995,5.0,,,6.0,6.0,,8.0,,,,R 05,Vakuum nicht vorhanden in OP-50. OP-30.,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,51.99999999999995,8.666666666666659,0.9807692307692316,51.99999999999995,8.666666666666659,0.9807692307692316,0.0,420.0,480.0,vakuum nicht vorhanden in op-50. op-30.,vakuum nicht vorhanden in op-50. op-30.
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,06:00:00,07:00:00,60.00000000000003,5.0,,,6.0,6.0,,,,,,,,,,8.5,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,0.0,360.0,420.0,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-25,4,2024-04-25,2024/17,,,f,04:45:00,06:00:00,75.00000000000001,5.0,,,7.0,7.0,,,,15.0,,,Wartungsplan,,,8.5,10.714285714285717,0.7933333333333331,75.00000000000001,10.714285714285717,0.7933333333333331,60.000000000000014,8.571428571428573,0.9916666666666665,60.000000000000014,8.571428571428573,0.9916666666666665,0.0,285.0,360.0,wartungsplan,wartungsplan
2024-04-25,4,2024-04-25,2024/17,,,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,,,,,,,,,8.5,7.500000000000013,1.1333333333333313,30.000000000000053,7.500000000000013,1.1333333333333313,30.000000000000053,7.500000000000013,1.1333333333333313,30.000000000000053,7.500000000000013,1.1333333333333313,0.0,570.0,600.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,f,10:00:00,11:00:00,59.99999999999995,4.0,,5,,5.0,,,,,,,,,,8.5,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,0.0,600.0,660.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,f,12:00:00,13:15:00,75.00000000000006,4.0,,1,,1.0,,,,,,,,,,8.5,75.00000000000006,0.11333333333333324,75.00000000000006,75.00000000000006,0.11333333333333324,60.00000000000006,60.00000000000006,0.14166666666666652,60.00000000000006,60.00000000000006,0.14166666666666652,0.0,720.0,795.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,f,11:00:00,12:00:00,60.00000000000003,4.0,,5,,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,0.0,660.0,720.0,,
2024-04-29,1,2024-04-29,2024/18,,,f,09:30:00,10:00:00,30.000000000000053,4.0,,3,,3.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,0.0,570.0,600.0,,
,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,5.0,,,,R 05,Vakuumkreis 1 schaltet nicht in OP 50,,,,,,,,,,,,,,,0.0,,,vakuumkreis 1 schaltet nicht in op 50,vakuumkreis 1 schaltet nicht in op 50
2024-04-29,1,2024-04-29,2024/18,,,f,08:00:00,09:00:00,60.00000000000003,4.0,,4,,4.0,,,,,5.0,,Eckrungen durch Aluis auf falschem Gestell gemeldet ( wb 21 liegt auf wb 55 und umgekehrt ),,,8.5,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,55.00000000000003,13.750000000000007,0.6181818181818178,50.00000000000003,12.500000000000007,0.6799999999999996,0.0,480.0,540.0,eckrungen durch aluis auf falschem gestell gemeldet ( wb 21 liegt auf wb 55 und umgekehrt ),eckrungen durch aluis auf falschem gestell gemeldet ( wb 21 liegt auf wb 55 und umgekehrt )
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,f,06:00:00,07:00:00,60.00000000000003,3.0,,1,3.0,4.0,,10.0,,,,R 03,"( Motor Encoder Signal fehlerhaft ) Schweißgeräte Störung, Robtech informiert",,,8.5,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,50.00000000000003,12.500000000000007,0.6799999999999996,50.00000000000003,12.500000000000007,0.6799999999999996,0.0,360.0,420.0,"( motor encoder signal fehlerhaft ) schweißgeräte störung, robtech informiert","( motor encoder signal fehlerhaft ) schweißgeräte störung, robtech informiert"
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,10.0,,,,R 03,( Motor Encoder Signal fehlerhaft ) Schweißgeräte Störung,,,,,,,,,,,,,,,0.0,,,( motor encoder signal fehlerhaft ) schweißgeräte störung,( motor encoder signal fehlerhaft ) schweißgeräte störung
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,15.0,,,Anlage leer auffüllen,,,,,,,,,,,,,,,0.0,,,anlage leer auffüllen,anlage leer auffüllen
2024-04-29,1,2024-04-29,2024/18,,,f,04:45:00,06:00:00,75.00000000000001,3.0,,2,,2.0,,,,15.0,,,Wartungsplan,,,8.5,37.50000000000001,0.22666666666666663,75.00000000000001,37.50000000000001,0.22666666666666663,35.000000000000014,17.500000000000007,0.48571428571428554,35.000000000000014,17.500000000000007,0.48571428571428554,0.0,285.0,360.0,wartungsplan,wartungsplan
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,15.0,,,Reinigen,,,,,,,,,,,,,,,0.0,,,reinigen,reinigen
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,1,2024-04-29,2024/18,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,f,07:00:00,08:00:00,59.99999999999995,3.0,,4,,4.0,,10.0,,,,R 03,"( Motor Encoder Signal fehlerhaft ) Schweißgeräte Störung, Robtech informiert",,,8.5,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,49.99999999999995,12.499999999999988,0.6800000000000007,49.99999999999995,12.499999999999988,0.6800000000000007,0.0,420.0,480.0,"( motor encoder signal fehlerhaft ) schweißgeräte störung, robtech informiert","( motor encoder signal fehlerhaft ) schweißgeräte störung, robtech informiert"
2024-04-29,1,2024-04-29,2024/18,,,s,19:00:00,20:00:00,60.00000000000011,5.0,,,6.0,6.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,60.00000000000011,10.000000000000018,0.8499999999999985,60.00000000000011,10.000000000000018,0.8499999999999985,60.00000000000011,10.000000000000018,0.8499999999999985,0.0,1140.0,1200.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,15.0,,,"Aufräumen,Werkzeug wegpacken",,,,,,,,,,,,,,,0.0,,,"aufräumen,werkzeug wegpacken","aufräumen,werkzeug wegpacken"
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,21:00:00,21:45:00,45.0,5.0,,,4.0,4.0,,,,,,,,,,8.5,11.25,0.7555555555555555,45.0,11.25,0.7555555555555555,30.0,7.5,1.1333333333333333,30.0,7.5,1.1333333333333333,0.0,1260.0,1305.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,20:00:00,21:00:00,59.99999999999995,5.0,,,6.0,6.0,,,,,,,,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,0.0,1200.0,1260.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,18:00:00,19:00:00,59.99999999999995,5.0,,,7.0,7.0,,,,,,,,,,8.5,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,0.0,1080.0,1140.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,1,2024-04-29,2024/18,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,17:30:00,18:00:00,30.000000000000053,5.0,,,3.0,3.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,0.0,1050.0,1080.0,,
2024-04-29,1,2024-04-29,2024/18,,,s,13:15:00,14:00:00,45.0,5.0,,,5.0,5.0,,,,15.0,,,Wartungsplan,,,8.5,9.0,0.9444444444444444,45.0,9.0,0.9444444444444444,30.0,6.0,1.4166666666666667,30.0,6.0,1.4166666666666667,0.0,795.0,840.0,wartungsplan,wartungsplan
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,14:00:00,15:00:00,59.99999999999995,5.0,,,8.0,8.0,,,,,,,,,,8.5,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,59.99999999999995,7.499999999999994,1.1333333333333342,0.0,840.0,900.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,15:00:00,16:00:00,59.99999999999995,5.0,,,7.0,7.0,,,,,,,,,,8.5,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,59.99999999999995,8.571428571428564,0.9916666666666675,0.0,900.0,960.0,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,s,16:00:00,17:00:00,60.00000000000011,5.0,,,4.0,4.0,,15.0,,,,OP 50,Störung ( Robotech infrmiert),,,8.5,15.000000000000027,0.5666666666666657,60.00000000000011,15.000000000000027,0.5666666666666657,35.00000000000011,8.750000000000027,0.9714285714285684,35.00000000000011,8.750000000000027,0.9714285714285684,0.0,960.0,1020.0,störung ( robotech infrmiert),störung ( robotech infrmiert)
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,10.0,,,,,"Anlage nach Störungen leer, auffüllen",,,,,,,,,,,,,,,0.0,,,"anlage nach störungen leer, auffüllen","anlage nach störungen leer, auffüllen"
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-29,1,2024-04-29,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,11:00:00,12:00:00,60.00000000000003,4.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,0.0,660.0,720.0,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,10:00:00,11:00:00,59.99999999999995,4.0,,,4.0,4.0,,5.0,,,,R 01,Greifer Störung beim abholen des 2. Bleches in OP 25,2.0,,8.5,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,54.99999999999995,13.749999999999988,0.6181818181818187,54.99999999999995,13.749999999999988,0.6181818181818187,0.0,600.0,660.0,greifer störung beim abholen des 2. bleches in op 25,greifer störung beim abholen des 2. bleches in op 25
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,5.0,,,,R 01,Greifer Störung beim abholen des 2. Bleches in OP 25,2.0,,8.5,15.000000000000027,0.5666666666666657,30.000000000000053,15.000000000000027,0.5666666666666657,25.000000000000053,12.500000000000027,0.6799999999999986,25.000000000000053,12.500000000000027,0.6799999999999986,0.0,570.0,600.0,greifer störung beim abholen des 2. bleches in op 25,greifer störung beim abholen des 2. bleches in op 25
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,08:00:00,09:00:00,60.00000000000003,4.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,0.0,480.0,540.0,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,07:00:00,08:00:00,59.99999999999995,4.0,,,5.0,5.0,,,,,,,,,,8.5,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,0.0,420.0,480.0,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,f,06:00:00,07:00:00,60.00000000000003,4.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,0.0,360.0,420.0,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2024-04-30,2,2024-04-30,2024/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
