Datum,Wochentag,DatumNEU,KW,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Profi,AHV,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Unterbrechungsursache,Bemerkung,Fehlercode,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Station/ OP_3,Station/ OP_4,Station/ OP_5,Bemerkung_norm,Bemerkung_std,Unterbrechungsursache_norm,Unterbrechungsursache_std
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,07:00:00,08:00:00,59.99999999999995,5.0,,10.0,2.0,12.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,8.0,1.0,9.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,8.0,1.0,9.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,8.0,1.0,9.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,8.0,1.0,9.0,,8.0,,,,OP 100 R,Freitext,Schlacke abklopfen,,OP 100 R,OP 100 R,,,,,schlacke abklopfen,schlacke abklopfen,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,09:30:00,10:00:00,30.000000000000053,5.0,,4.0,,4.0,,,,,30.0,,,Keine Deckbleche vorhaden Anlage läuft leer,,,,,,,,keine deckbleche vorhaden anlage läuft leer,keine deckbleche vorhaden anlage läuft leer,,
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,10:00:00,11:00:00,59.99999999999995,4.0,,4.0,,4.0,,,,,25.0,,,Anlage leer warten auf DB,,,,,,,,anlage leer warten auf db,anlage leer warten auf db,,
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,10:00:00,11:00:00,59.99999999999995,4.0,,4.0,,4.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,Einzelaufträge,,R 09,R 09,,,,,einzelaufträge,einzelaufträge,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,11:00:00,12:00:00,60.00000000000003,4.0,,7.0,,7.0,,5.0,,,,R 09,Zündfehler,Einzelaufträge,,R 09,R 09,,,,,einzelaufträge,einzelaufträge,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,11:00:00,12:00:00,60.00000000000003,4.0,,7.0,,7.0,,,,,10.0,R 01,Kollision,Blech zu kurz in OP10,,R 01,R 01,,,,,blech zu kurz in op10,blech zu kurz in op10,kollision,kollision
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,12:00:00,13:00:00,59.99999999999995,4.0,,4.0,,4.0,,,,,15.0,R 06,,DB falsche Reihenfolge 2.2,,R 06,R 06,,,,,db falsche reihenfolge 2.2,db falsche reihenfolge 2.2,,
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,f,12:00:00,13:00:00,59.99999999999995,4.0,,4.0,,4.0,,15.0,,,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,6.0,,6.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,6.0,,6.0,,,,,10.0,OP 10,Freitext,"Klärung Rollprofil, Kommissionierung, Teamleiter vor Ort.",,OP 10 ,OP 10,,,,,"klärung rollprofil, kommissionierung, teamleiter vor ort.","klärung rollprofil, kommissionierung, teamleiter vor ort.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,6.0,,6.0,,3.0,,,,R 01,Freitext,Im Programm stehen geblieben.,,R 01,R 01,,,,,im programm stehen geblieben.,im programm stehen geblieben.,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,6.0,,6.0,,3.0,,,,OP 100 R,Spanner schließt nicht,,,OP 100 R,OP 100 R,,,,,,,spanner schließt nicht,spanner schließt nicht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,14:00:00,15:00:00,59.99999999999995,4.0,,3.0,,3.0,,5.0,,,,R 06,Zündfehler,,,"R 06, R 09",R 06,R 09,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,14:00:00,15:00:00,59.99999999999995,4.0,,3.0,,3.0,,30.0,,,,R 06,Freitext,"Fehler im Programm für Scharnierlagersuchfahrt bei L: 2650, RobTech informiert.",,R 06,R 06,,,,,"fehler im programm für scharnierlagersuchfahrt bei l: 2650, robtech informiert.","fehler im programm für scharnierlagersuchfahrt bei l: 2650, robtech informiert.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,15:00:00,16:00:00,59.99999999999995,4.0,,4.0,,4.0,,20.0,,,,R 06,Freitext,"Fehler im Programm für Scharnierlagersuchfahrt bei L: 2650, RobTech informiert.",,R 06,R 06,,,,,"fehler im programm für scharnierlagersuchfahrt bei l: 2650, robtech informiert.","fehler im programm für scharnierlagersuchfahrt bei l: 2650, robtech informiert.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,15:00:00,16:00:00,59.99999999999995,4.0,,4.0,,4.0,,7.0,,,,R 08,Freitext,"fährt nicht auf Startposition Scharnierlager 3 Schweißen, RobTech informiert.",,R 08,R 08,,,,,"fährt nicht auf startposition scharnierlager 3 schweißen, robtech informiert.","fährt nicht auf startposition scharnierlager 3 schweißen, robtech informiert.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,16:00:00,17:00:00,60.00000000000011,4.0,,8.0,,8.0,,5.0,,,,R 08,Freitext,"fährt nicht auf Startposition Scharnierlager 3 Schweißen, RobTech informiert.",,R 08,R 08,,,,,"fährt nicht auf startposition scharnierlager 3 schweißen, robtech informiert.","fährt nicht auf startposition scharnierlager 3 schweißen, robtech informiert.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,16:00:00,17:00:00,60.00000000000011,4.0,,8.0,,8.0,,3.0,,,,OP 100 R,Freitext,Schwenkspanner öffnet nicht.,,OP 100 R,OP 100 R,,,,,schwenkspanner öffnet nicht.,schwenkspanner öffnet nicht.,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,17:30:00,18:00:00,30.000000000000053,4.0,,2.0,,2.0,,5.0,,,,OP 25 B L,Freitext,Motorschutzschalter ausgelöst.,,OP 25 B L,OP 25 B L,,,,,motorschutzschalter ausgelöst.,motorschutzschalter ausgelöst.,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,17:30:00,18:00:00,30.000000000000053,4.0,,2.0,,2.0,,,,7.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R 07, R 08",R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,17:30:00,18:00:00,30.000000000000053,4.0,,2.0,,2.0,,10.0,,,,OP 100 L,Sensor Schaltet nicht,Sensor von Schwenkspanner hat sich gelöst.,,OP 100 L,OP 100 L,,,,,sensor von schwenkspanner hat sich gelöst.,sensor von schwenkspanner hat sich gelöst.,sensor schaltet nicht,sensor schaltet nicht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,,,20.0,,OP 25 S,Freitext,Sägeblatt getauscht.,,OP 25 S,OP 25 S,,,,,sägeblatt getauscht.,sägeblatt getauscht.,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,10.0,,,,R 06,Freitext,"Fehler im Programm für Scharnierlagersuchfahrt bei L: 2764, RobTech informiert.",,R 06,R 06,,,,,"fehler im programm für scharnierlagersuchfahrt bei l: 2764, robtech informiert.","fehler im programm für scharnierlagersuchfahrt bei l: 2650, robtech informiert.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,18:00:00,19:00:00,59.99999999999995,4.0,,4.0,,4.0,,5.0,,,,R 08,"teachen, Position",,,R 08,R 08,,,,,,,"teachen, position","teachen, position"
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,19:00:00,20:00:00,60.00000000000011,4.0,,5.0,,5.0,,3.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,19:00:00,20:00:00,60.00000000000011,4.0,,5.0,,5.0,,4.0,,,,R 07,Gasdüse getauscht,,,R 07,R 07,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,19:00:00,20:00:00,60.00000000000011,4.0,,5.0,,5.0,,15.0,,,,OP 20,Räumen,,,"OP 20, OP 70 L",OP 20,OP 70 L,,,,,,räumen,räumen
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,20:00:00,21:00:00,59.99999999999995,4.0,,6.0,,6.0,,20.0,,,,R 01,Freitext,"Suchfahrtfehler in EB.014, RobTech informiert, fehlerhaftes Vormaterial.",,R 01,R 01,,,,,"suchfahrtfehler in eb.014, robtech informiert, fehlerhaftes vormaterial.","suchfahrtfehler in eb.014, robtech informiert, fehlerhaftes vormaterial.",freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,s,20:00:00,21:00:00,59.99999999999995,4.0,,6.0,,6.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,n,21:00:00,22:00:00,59.99999999999995,3.0,,,3.0,3.0,,,,22.0,,,Wartungsplan,Nur 2 Schweißer,,,,,,,,nur 2 schweißer,nur 2 schweißer,wartungsplan,wartungsplan
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,n,22:00:00,23:00:00,60.00000000000011,3.0,,,6.0,6.0,,5.0,,,,R 09,Freitext,bleibt in der Leoni stecken,,R 09,R 09,,,,,bleibt in der leoni stecken,bleibt in der leoni stecken,freitext,freitext
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,3.0,,,8.0,8.0,,5.0,,,,R 07,Gasdüse getauscht,,,R 07,R 07,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,3.0,,,8.0,8.0,,5.0,,,,R 04,Zündfehler,,,R 04,R 04,,,,,,,zündfehler,zündfehler
2023-01-10,2.0,2023-01-10 00:00:00,2023/02,n,00:00:00,01:00:00,59.999999999999986,3.0,,,3.0,3.0,,20.0,,,,OP 100 L,Freitext,"Hydrauliklackage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydrauliklackage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,01:30:00,02:00:00,29.999999999999993,3.0,,,0.0,0.0,,60.0,,,,OP 100 L,Freitext,"Hydrauliklackage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydrauliklackage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,02:00:00,03:00:00,60.0,3.0,,,7.0,7.0,,16.0,,,,OP 100 L,Freitext,"Hydrauliklackage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydrauliklackage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,03:00:00,04:00:00,60.00000000000007,3.0,1.0,,4.0,5.0,,12.0,,,,R 06,Zündfehler,Datenverlust,,R 06,R 06,,,,,datenverlust,datenverlust,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,03:00:00,04:00:00,60.00000000000007,3.0,1.0,,4.0,5.0,,15.0,,,,OP 90 R,Bauteil fallen gelassen,"Sensor defekt, Rob Tech informiert",,OP 90 R,OP 90 R,,,,,"sensor defekt, rob tech informiert",sensor defekt rob tech informiert,bauteil fallen gelassen,bauteil fallen gelassen
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,04:00:00,05:00:00,59.999999999999865,3.0,,,4.0,4.0,,10.0,,,,R 09,Freitext,bleibt in der Reinigungsstation hängen,,R 09,R 09,,,,,bleibt in der reinigungsstation hängen,bleibt in der reinigungsstation hängen,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,04:00:00,05:00:00,59.999999999999865,3.0,,,4.0,4.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,05:00:00,06:00:00,60.00000000000007,5.0,,,6.0,6.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,05:00:00,06:00:00,60.00000000000007,5.0,,,6.0,6.0,,,,,20.0,OP 60,,DB 2.4 falsch gepackt soll 2764 ist 2850,,OP 60,OP 60,,,,,db 2.4 falsch gepackt soll 2764 ist 2850,db 2.4 falsch gepackt soll 2764 ist 2850,,
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,05:00:00,06:00:00,60.00000000000007,5.0,,,6.0,6.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,05:00:00,06:00:00,60.00000000000007,5.0,,,6.0,6.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,06:00:00,07:00:00,60.00000000000003,5.0,,4.0,1.0,5.0,,8.0,,,,R 02,Parallelgreifer ,,,R 02,R 02,,,,,,,parallelgreifer,parallelgreifer
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,06:00:00,07:00:00,60.00000000000003,5.0,,4.0,1.0,5.0,,8.0,,,,R 05,Freitext,Greifer 2 kein Scharnierlager vorhanden Aufnahme fehlt !,,R 05,R 05,,,,,greifer 2 kein scharnierlager vorhanden aufnahme fehlt !,greifer 2 kein scharnierlager vorhanden aufnahme fehlt !,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,06:00:00,07:00:00,60.00000000000003,5.0,,4.0,1.0,5.0,,5.0,,,,R 06,Zündfehler,Rob Tech informiert,,R 06,R 06,,,,,rob tech informiert,rob tech informiert,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,06:00:00,07:00:00,60.00000000000003,5.0,,4.0,1.0,5.0,15,,,,,,Freitext,2 Ma HR Gestelle umpacken /umbuchen,,,,,,,,2 ma hr gestelle umpacken /umbuchen,2 ma hr gestelle umpacken /umbuchen,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,07:00:00,08:00:00,59.99999999999995,5.0,1.0,5.0,1.0,7.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,07:00:00,08:00:00,59.99999999999995,5.0,1.0,5.0,1.0,7.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,07:00:00,08:00:00,59.99999999999995,5.0,1.0,5.0,1.0,7.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,07:00:00,08:00:00,59.99999999999995,5.0,1.0,5.0,1.0,7.0,,5.0,,,,R 09,Freitext,Bleibt in Brennerreinigung stecken,,R 09,R 09,,,,,bleibt in brennerreinigung stecken,bleibt in brennerreinigung stecken,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,,7.0,7.0,,8.0,,,,R 05,Freitext,hat keine Schubladenzuweisung,,R 05,R 05,,,,,hat keine schubladenzuweisung,hat keine schubladenzuweisung,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,,7.0,7.0,,5.0,,,,R 06,Freitext,Suchfahrt,,R 06,R 06,,,,,suchfahrt,suchfahrt,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,,7.0,7.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,08:00:00,09:00:00,60.00000000000003,5.0,,,7.0,7.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,5.0,,,,OP 100 R,Verstärkungsprofil,,,OP 100 R,OP 100 R,,,,,,,verstärkungsprofil,verstärkungsprofil
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,09:30:00,10:00:00,30.000000000000053,5.0,,,4.0,4.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,10:00:00,11:00:00,59.99999999999995,5.0,,2.0,6.0,8.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,10:00:00,11:00:00,59.99999999999995,5.0,,2.0,6.0,8.0,,15.0,,,,R 06,Freitext,Brenner getauscht durch Rob Tech,,R 06,R 06,,,,,brenner getauscht durch rob tech,brenner getauscht durch rob tech,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,11:00:00,12:00:00,60.00000000000003,5.0,,2.0,3.0,5.0,,8.0,,,,R 06,Freitext,Daten verloren zwischen motor und brenner Robtech,,R 06,R 06,,,,,daten verloren zwischen motor und brenner robtech,daten verloren zwischen motor und brenner robtech,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,11:00:00,12:00:00,60.00000000000003,5.0,,2.0,3.0,5.0,,20.0,,,,R 09,Freitext,Bleibt in Brennerreinigung Brenner getauscht und gerichtet Position nachteachen,,R 09,R 09,,,,,bleibt in brennerreinigung brenner getauscht und gerichtet position nachteachen,bleibt in brennerreinigung brenner getauscht und gerichtet position nachteachen,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,12:00:00,13:00:00,59.99999999999995,5.0,,,7.0,7.0,,20.0,,,,R 09,Freitext,Bleibt in Brennerreinigung Brenner getauscht und gerichtet Position nachteachen,,R 09,R 09,,,,,bleibt in brennerreinigung brenner getauscht und gerichtet position nachteachen,bleibt in brennerreinigung brenner getauscht und gerichtet position nachteachen,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,f,12:00:00,13:00:00,59.99999999999995,5.0,,,7.0,7.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,4.0,,4.0,,,,25.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,4.0,,4.0,,5.0,,,,R 06,Freitext,Suchfehler.,,R 06,R 06,,,,,suchfehler.,suchfehler.,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,13:00:00,14:00:00,60.00000000000011,4.0,,4.0,,4.0,,10.0,,,,R 06,Freitext,Daten zum Brenner verloren.,,R 06,R 06,,,,,daten zum brenner verloren.,daten zum brenner verloren.,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,14:00:00,15:00:00,59.99999999999995,4.0,,2.0,,2.0,,45.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go, 2 Schweißer arbeiten Rungen nach.",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,15:00:00,16:00:00,59.99999999999995,4.0,,3.0,,3.0,,60.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go, 2 Schweißer arbeiten Rungen nach.",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,16:00:00,17:00:00,60.00000000000011,4.0,1.0,2.0,,3.0,,60.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go, 2 Schweißer arbeiten Rungen nach.",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,17:30:00,18:00:00,30.000000000000053,4.0,,,,0.0,,30.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go, 2 Schweißer arbeiten Rungen nach.",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go, 2 schweißer arbeiten rungen nach.",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,18:00:00,19:00:00,59.99999999999995,1.0,2.0,,,2.0,,60.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage,                  ab 18:30 mit Teamleiterabsprache 1 Schweißer zu STWmittelteile, 1 Schweißer zu Kleinteile u. 1 Schweißer zur Türanlage.",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, ab 18:30 mit teamleiterabsprache 1 schweißer zu stwmittelteile, 1 schweißer zu kleinteile u. 1 schweißer zur türanlage.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, ab 18:30 mit teamleiterabsprache 1 schweißer zu stwmittelteile, 1 schweißer zu kleinteile u. 1 schweißer zur türanlage.",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,19:00:00,20:00:00,60.00000000000011,1.0,,,,0.0,,60.0,,,,R 06,Freitext,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go",,R 06,R 06,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go",freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,20:00:00,21:00:00,59.99999999999995,4.0,2.0,,,2.0,,20.0,,,,OP 130 P2,Räumen,"Schweißdraht bewegt sich bei Achsenbewegung zurück, Zündfehler,Suchfehler, RobTech in der Anlage, Anlage in Stop and Go.",,OP 130 P2,OP 130 P2,,,,,"schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go.","schweißdraht bewegt sich bei achsenbewegung zurück, zündfehler,suchfehler, robtech in der anlage, anlage in stop and go",räumen,räumen
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,s,20:00:00,21:00:00,59.99999999999995,4.0,2.0,,,2.0,,,,,15.0,OP 60,Warten auf Material,"Falsches Deckblech in der Anlage, kommissionierer informiert.",,OP 60,OP 60,,,,,"falsches deckblech in der anlage, kommissionierer informiert.","falsches deckblech in der anlage, kommissionierer informiert.",warten auf material,warten auf material
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,21:00:00,22:00:00,59.99999999999995,3.0,1.0,,2.0,3.0,,,,20.0,,,Wartungsplan,2 Schweißer,,,,,,,,2 schweißer,2 schweißer,wartungsplan,wartungsplan
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,21:00:00,22:00:00,59.99999999999995,3.0,1.0,,2.0,3.0,,15.0,,,,OP 40 R,Räumen,,,OP 40 R,OP 40 R,,,,,,,räumen,räumen
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,21:00:00,22:00:00,59.99999999999995,3.0,1.0,,2.0,3.0,,12.0,,,,R 06,Freitext,Fehler beim messen. Rob Tech informiert,,R 06,R 06,,,,,fehler beim messen. rob tech informiert,fehler beim messen. rob tech informiert,freitext,freitext
2023-01-11,3.0,2023-01-11 00:00:00,2023/02,n,22:00:00,23:00:00,60.00000000000011,3.0,,,3.0,3.0,,30.0,,,,R 06,Freitext,Fehler beim messen. Rob Tech informiert,,R 06,R 06,,,,,fehler beim messen. rob tech informiert,fehler beim messen. rob tech informiert,freitext,freitext
