"timestamp";"DatumNEU";"Datum";"Wochentag";"KW";"Jahr";"Monat";"Tag";"Quartal";"Schicht";"Zeit von";"Zeit bis";"Dauer Arbeits-zeit";"Anzahl MA";"Menge N.i. O.";"Menge i. O. L4";"Menge i. O. L5";"MengeGesamt";"Dauer Org-Mangel";"Dauer Anlagen-Ausfall";"Störung aufgrund Vormaterial";"Dauer Anlagen-Ausfall intern";"Dauer Logistik- Defizite";"Station/ OP";"Bemerkung";"Anzahl/ Std.";"Sollzeit/ Stück (Min)";"Zeit_von_min";"Zeit_bis_min";"Station/ OP_raw";"Station/ OP_1";"Station/ OP_2";"Fehlercode";"Bemerkung_norm";"Bemerkung_std";"Störfall";"Anzahl Störfälle Zeitfenster";"Kundenauftragsnummer";"Materialnummer";"Wochenende";"letzter_stoerfall_time";"Zeit_seit_letztem_Fehler_min";"Stoerfall_7d_mean";"Stoerfall_30d_mean";"Avg_Time_To_Failure_min";"last_fail_time"
"2024-01-08 04:45:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"04:45:00";"06:00:00";75.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;15.0;0.0;"";"Wartungsplan";0.0;8.5;285.0;360.0;"";"";"";"";"wartungsplan";"wartungsplan";"J";2;"30311039.0";"515102020.0";"N";"2024-01-08";0.0;1.0;1.0;249.2826617826618;"2024-01-08 04:45:00"
"2024-01-08 04:45:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"04:45:00";"06:00:00";75.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"R 05";"Vakuum Probleme. Robtech informiert";0.0;0.0;285.0;360.0;"R 05";"R 05";"";"";"vakuum probleme. robtech informiert";"vakuum probleme. robtech informiert";"J";2;"30311039.0";"515102020.0";"N";"2024-01-08";0.0;1.0;1.0;249.2826617826618;"2024-01-08 04:45:00"
"2024-01-08 06:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"06:00:00";"07:00:00";60.0;5.0;0.0;0.0;3.0;3.0;0.0;25.0;0.0;0.0;0.0;"R 05";"Vakuum Probleme. Robtech informiert";0.0;8.5;360.0;420.0;"R 05";"R 05";"";"";"vakuum probleme. robtech informiert";"vakuum probleme. robtech informiert";"J";1;"30311039.0";"515102020.0";"N";"2024-01-08";0.0;1.0;1.0;249.2826617826618;"2024-01-08 06:00:00"
"2024-01-08 07:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"07:00:00";"08:00:00";60.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;420.0;480.0;"";"";"";"";"";"";"N";0;"30311039.0";"515102020.0";"N";"2024-01-08";60.0;0.75;0.75;249.2826617826618;"2024-01-08 06:00:00"
"2024-01-08 08:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"08:00:00";"09:00:00";60.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;480.0;540.0;"";"";"";"";"";"";"N";0;"30311039.0";"515102020.0";"N";"2024-01-08";120.0;0.6;0.6;249.2826617826618;"2024-01-08 06:00:00"
"2024-01-08 09:30:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"09:30:00";"10:00:00";30.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;570.0;600.0;"";"";"";"";"";"";"N";0;"30311039.0";"515102020.0";"N";"2024-01-08";210.0;0.5;0.5;249.2826617826618;"2024-01-08 06:00:00"
"2024-01-08 10:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"10:00:00";"11:00:00";60.0;5.0;1.0;0.0;3.0;4.0;0.0;20.0;0.0;0.0;0.0;"OP 120.1";"Querprofil nicht nah genug an Trapezblech gefahren. Robtech informiert";0.0;8.5;600.0;660.0;"OP 120.1";"OP 120.1";"";"";"querprofil nicht nah genug an trapezblech gefahren. robtech informiert";"querprofil nicht nah genug an trapezblech gefahren. robtech informiert";"J";1;"30311039.0";"515102020.0|515102179.0";"N";"2024-01-08";0.0;0.5714285714285714;0.5714285714285714;249.2826617826618;"2024-01-08 10:00:00"
"2024-01-08 11:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"11:00:00";"12:00:00";60.0;5.0;0.0;0.0;3.0;3.0;0.0;30.0;0.0;0.0;0.0;"OP 120.1";"Querprofil nicht nah genug an Trapezblech gefahren. Robtech informiert";0.0;8.5;660.0;720.0;"OP 120.1";"OP 120.1";"";"";"querprofil nicht nah genug an trapezblech gefahren. robtech informiert";"querprofil nicht nah genug an trapezblech gefahren. robtech informiert";"J";1;"30311039.0";"515102877.0";"N";"2024-01-08";0.0;0.625;0.625;249.2826617826618;"2024-01-08 11:00:00"
"2024-01-08 12:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"f";"12:00:00";"13:15:00";75.0;5.0;1.0;0.0;3.0;4.0;0.0;30.0;0.0;0.0;0.0;"OP 120.1";"Heftpunkte für QT oben nachteachen durch Robtech";0.0;8.5;720.0;795.0;"OP 120.1";"OP 120.1";"";"";"heftpunkte für qt oben nachteachen durch robtech";"heftpunkte für qt oben nachteachen durch robtech";"J";1;"30311143.0";"515171145.0";"N";"2024-01-08";0.0;0.6666666666666666;0.6666666666666666;249.2826617826618;"2024-01-08 12:00:00"
"2024-01-08 13:15:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"13:15:00";"14:00:00";45.0;6.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;15.0;0.0;"";"Wartungsplan";0.0;8.5;795.0;840.0;"";"";"";"";"wartungsplan";"wartungsplan";"J";1;"30311143.0";"515171145.0";"N";"2024-01-08";0.0;0.7;0.7;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 14:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"14:00:00";"15:00:00";60.0;6.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;840.0;900.0;"";"";"";"";"";"";"N";0;"30311143.0";"515171145.0";"N";"2024-01-08";45.0;0.6363636363636364;0.6363636363636364;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 15:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"15:00:00";"16:00:00";60.0;6.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;900.0;960.0;"";"";"";"";"";"";"N";0;"30311143.0";"515171145.0|515126850.0";"N";"2024-01-08";105.0;0.5833333333333334;0.5833333333333334;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 16:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"16:00:00";"17:00:00";60.0;6.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;960.0;1020.0;"";"";"";"";"";"";"N";0;"30311143.0|30311039.0";"515126850.0|515171145.0";"N";"2024-01-08";165.0;0.5384615384615384;0.5384615384615384;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 17:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"17:00:00";"17:30:00";30.0;6.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;1020.0;1050.0;"";"";"";"";"";"";"N";0;"30311039.0";"515126850.0";"N";"2024-01-08";225.0;0.5;0.5;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 18:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"18:00:00";"19:00:00";60.0;6.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;1080.0;1140.0;"";"";"";"";"";"";"N";0;"30311143.0";"515102020.0";"N";"2024-01-08";285.0;0.4666666666666667;0.4666666666666667;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 19:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"19:00:00";"20:00:00";60.0;6.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;1140.0;1200.0;"";"";"";"";"";"";"N";0;"30311143.0";"515102020.0";"N";"2024-01-08";345.0;0.4375;0.4375;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 20:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"20:00:00";"21:00:00";60.0;6.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;1200.0;1260.0;"";"";"";"";"";"";"N";0;"30311143.0|30311196.0";"515102020.0";"N";"2024-01-08";405.0;0.4117647058823529;0.4117647058823529;249.2826617826618;"2024-01-08 13:15:00"
"2024-01-08 21:00:00";"2024-01-08";"2024-08-01";1;"2024/02";2024;1;8;1;"s";"21:00:00";"21:45:00";45.0;6.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;10.0;0.0;"";"Aufräumen,Werkzeug wegpacken";0.0;8.5;1260.0;1305.0;"";"";"";"";"aufräumen,werkzeug wegpacken";"aufräumen,werkzeug wegpacken";"J";1;"30311143.0";"515102020.0";"N";"2024-01-08";0.0;0.4444444444444444;0.4444444444444444;249.2826617826618;"2024-01-08 21:00:00"
"2024-01-09 04:45:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"04:45:00";"06:00:00";75.0;4.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;15.0;0.0;"";"Wartungsplan";0.0;8.5;285.0;360.0;"";"";"";"";"wartungsplan";"wartungsplan";"J";1;"30311143.0";"515102020.0";"N";"2024-01-09";0.0;0.47368421052631576;0.47368421052631576;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 06:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"06:00:00";"07:00:00";60.0;4.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;360.0;420.0;"";"";"";"";"";"";"N";0;"30311143.0|30311196.0";"515102020.0";"N";"2024-01-09";75.0;0.45;0.45;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 07:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"07:00:00";"08:00:00";60.0;4.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;420.0;480.0;"";"";"";"";"";"";"N";0;"30311196.0|30311143.0";"515102020.0";"N";"2024-01-09";135.0;0.42857142857142855;0.42857142857142855;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 08:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"08:00:00";"09:00:00";60.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;480.0;540.0;"";"";"";"";"";"";"N";0;"30311196.0";"515102020.0";"N";"2024-01-09";195.0;0.4090909090909091;0.4090909090909091;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 09:30:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"09:30:00";"10:00:00";30.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;570.0;600.0;"";"";"";"";"";"";"N";0;"30311196.0";"515102020.0";"N";"2024-01-09";285.0;0.391304347826087;0.391304347826087;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 10:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"10:00:00";"11:00:00";60.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;600.0;660.0;"";"";"";"";"";"";"N";0;"30311196.0|30311143.0";"515102020.0|515171145.0";"N";"2024-01-09";315.0;0.375;0.375;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 11:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"11:00:00";"12:00:00";60.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;660.0;720.0;"";"";"";"";"";"";"N";0;"30311143.0|30311196.0";"515171145.0";"N";"2024-01-09";375.0;0.36;0.36;249.2826617826618;"2024-01-09 04:45:00"
"2024-01-09 12:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"12:00:00";"13:15:00";75.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;45.0;0.0;"";"Reinigung";0.0;8.5;720.0;795.0;"";"";"";"";"reinigung";"reinigung";"J";2;"30311196.0";"515171145.0";"N";"2024-01-09";0.0;0.38461538461538464;0.38461538461538464;249.2826617826618;"2024-01-09 12:00:00"
"2024-01-09 12:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"f";"12:00:00";"13:15:00";75.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;"";"Anlage leer gelaufen, kein Material für produzierte Eckrungen, keine Eckrungen für verfügbare Trapez- Bleche";0.0;0.0;720.0;795.0;"";"";"";"";"anlage leer gelaufen, kein material für produzierte eckrungen, keine eckrungen für verfügbare trapez- bleche";"anlage leer gelaufen, kein material für produzierte eckrungen, keine eckrungen für verfügbare trapez- bleche";"J";2;"30311196.0";"515171145.0";"N";"2024-01-09";0.0;0.4074074074074074;0.4074074074074074;249.2826617826618;"2024-01-09 12:00:00"
"2024-01-09 13:15:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"13:15:00";"14:00:00";45.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;795.0;840.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.42857142857142855;0.42857142857142855;249.2826617826618;"2024-01-09 13:15:00"
"2024-01-09 14:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"14:00:00";"15:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;840.0;900.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.4482758620689655;0.4482758620689655;249.2826617826618;"2024-01-09 14:00:00"
"2024-01-09 15:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"15:00:00";"16:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;900.0;960.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.4666666666666667;0.4666666666666667;249.2826617826618;"2024-01-09 15:00:00"
"2024-01-09 16:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"16:00:00";"17:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;960.0;1020.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.4838709677419355;0.4838709677419355;249.2826617826618;"2024-01-09 16:00:00"
"2024-01-09 17:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"17:00:00";"17:30:00";30.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;1020.0;1050.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.5;0.5;249.2826617826618;"2024-01-09 17:00:00"
"2024-01-09 18:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"18:00:00";"19:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;1080.0;1140.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.5151515151515151;0.5151515151515151;249.2826617826618;"2024-01-09 18:00:00"
"2024-01-09 19:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"19:00:00";"20:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Anlage reinigung und Wartung";0.0;8.5;1140.0;1200.0;"";"";"";"";"anlage reinigung und wartung";"anlage reinigung und wartung";"J";1;"";"";"N";"2024-01-09";0.0;0.5294117647058824;0.5294117647058824;249.2826617826618;"2024-01-09 19:00:00"
"2024-01-09 20:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"20:00:00";"21:00:00";60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;"";"Material beladen und Anlage voll gefahren";0.0;8.5;1200.0;1260.0;"";"";"";"";"material beladen und anlage voll gefahren";"material beladen und anlage voll gefahren";"J";1;"";"";"N";"2024-01-09";0.0;0.5428571428571428;0.5428571428571428;249.2826617826618;"2024-01-09 20:00:00"
"2024-01-09 21:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"21:00:00";"21:45:00";45.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;"";"Aufräumen,Werkzeug wegpacken";0.0;0.0;1260.0;1305.0;"";"";"";"";"aufräumen,werkzeug wegpacken";"aufräumen,werkzeug wegpacken";"J";2;"";"";"N";"2024-01-09";0.0;0.5555555555555556;0.5555555555555556;249.2826617826618;"2024-01-09 21:00:00"
"2024-01-09 21:00:00";"2024-01-09";"2024-09-01";2;"2024/02";2024;1;9;1;"s";"21:00:00";"21:45:00";45.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;"";"Anlage voll fahren";0.0;8.5;1260.0;1305.0;"";"";"";"";"anlage voll fahren";"anlage voll fahren";"J";2;"";"";"N";"2024-01-09";0.0;0.5675675675675675;0.5675675675675675;249.2826617826618;"2024-01-09 21:00:00"
"2024-01-10 04:45:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"04:45:00";"06:00:00";75.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;15.0;0.0;"";"Wartungsplan";0.0;8.5;285.0;360.0;"";"";"";"";"wartungsplan";"wartungsplan";"J";1;"30311196.0";"515171145.0";"N";"2024-01-10";0.0;0.5789473684210527;0.5789473684210527;249.2826617826618;"2024-01-10 04:45:00"
"2024-01-10 06:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"06:00:00";"07:00:00";60.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;360.0;420.0;"";"";"";"";"";"";"N";0;"30311654.0";"515171145.0";"N";"2024-01-10";75.0;0.5641025641025641;0.5641025641025641;249.2826617826618;"2024-01-10 04:45:00"
"2024-01-10 07:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"07:00:00";"08:00:00";60.0;5.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;420.0;480.0;"";"";"";"";"";"";"N";0;"30311654.0";"515171145.0|515146969.0";"N";"2024-01-10";135.0;0.55;0.55;249.2826617826618;"2024-01-10 04:45:00"
"2024-01-10 08:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"08:00:00";"09:00:00";60.0;5.0;0.0;0.0;5.0;5.0;0.0;10.0;0.0;0.0;0.0;"R 01";"Stiftzieher bleibt im Loch hängen, halterung war locker";0.0;8.5;480.0;540.0;"R 01";"R 01";"";"";"stiftzieher bleibt im loch hängen, halterung war locker";"stiftzieher bleibt im loch hängen, halterung war locker";"J";1;"30311039.0";"515102192.0";"N";"2024-01-10";0.0;0.5609756097560976;0.5609756097560976;249.2826617826618;"2024-01-10 08:00:00"
"2024-01-10 09:30:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"09:30:00";"10:00:00";30.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;570.0;600.0;"";"";"";"";"";"";"N";0;"30311654.0";"515102192.0";"N";"2024-01-10";90.0;0.5476190476190477;0.5476190476190477;249.2826617826618;"2024-01-10 08:00:00"
"2024-01-10 10:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"10:00:00";"11:00:00";60.0;5.0;0.0;0.0;4.0;4.0;0.0;20.0;0.0;0.0;0.0;"OP 130.2";"Querprofilspanner unten Störung, Robtech informiert";0.0;8.5;600.0;660.0;"OP 130.2";"OP 130.2";"";"";"querprofilspanner unten störung, robtech informiert";"querprofilspanner unten störung, robtech informiert";"J";1;"30311654.0";"515102192.0|515146969.0|515102020.0";"N";"2024-01-10";0.0;0.5581395348837209;0.5581395348837209;249.2826617826618;"2024-01-10 10:00:00"
"2024-01-10 11:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"11:00:00";"12:00:00";60.0;5.0;0.0;1.0;5.0;6.0;0.0;0.0;0.0;0.0;0.0;"";"";0.0;0.0;660.0;720.0;"";"";"";"";"";"";"N";0;"30311654.0";"515102020.0";"N";"2024-01-10";60.0;0.5454545454545454;0.5454545454545454;249.2826617826618;"2024-01-10 10:00:00"
"2024-01-10 12:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"12:00:00";"13:15:00";75.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;15.0;0.0;"";"Reinigen";0.0;0.0;720.0;795.0;"";"";"";"";"reinigen";"reinigen";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.5555555555555556;0.5555555555555556;249.2826617826618;"2024-01-10 12:00:00"
"2024-01-10 12:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"12:00:00";"13:15:00";75.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;"";"Anlage leer gelaufen auffüllen";0.0;0.0;720.0;795.0;"";"";"";"";"anlage leer gelaufen auffüllen";"anlage leer gelaufen, auffüllen";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.5652173913043478;0.5652173913043478;249.2826617826618;"2024-01-10 12:00:00"
"2024-01-10 12:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"f";"12:00:00";"13:15:00";75.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;20.0;0.0;0.0;"";"warten auf Eckrungen";0.0;8.5;720.0;795.0;"";"";"";"";"warten auf eckrungen";"warten auf eckrungen";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.574468085106383;0.574468085106383;249.2826617826618;"2024-01-10 12:00:00"
"2024-01-10 13:15:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"13:15:00";"14:00:00";45.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;15.0;0.0;"";"Wartungsplan";0.0;8.5;795.0;840.0;"";"";"";"";"wartungsplan";"wartungsplan";"J";2;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.5833333333333334;0.5833333333333334;249.2826617826618;"2024-01-10 13:15:00"
"2024-01-10 13:15:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"13:15:00";"14:00:00";45.0;5.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;"";"Anlage leer gefahren,warte auf Eckrungen";0.0;0.0;795.0;840.0;"";"";"";"";"anlage leer gefahren,warte auf eckrungen";"anlage leer gefahren,warte auf eckrungen";"J";2;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.5918367346938775;0.5918367346938775;249.2826617826618;"2024-01-10 13:15:00"
"2024-01-10 14:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"14:00:00";"15:00:00";60.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;"OP 120.2";"Störung Schlitten position";0.0;0.0;840.0;900.0;"OP 120.2";"OP 120.2";"";"";"störung schlitten position";"störung schlitten position";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.6;0.6;249.2826617826618;"2024-01-10 14:00:00"
"2024-01-10 14:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"14:00:00";"15:00:00";60.0;5.0;0.0;0.0;1.0;1.0;0.0;45.0;0.0;0.0;0.0;"OP 130.2";"Spanner öffen QT unten,Signal kommt nicht an";0.0;8.5;840.0;900.0;"OP 130.2";"OP 130.2";"";"";"spanner öffen qt unten,signal kommt nicht an";"spanner öffen qt unten,signal kommt nicht an";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.6078431372549019;0.6078431372549019;249.2826617826618;"2024-01-10 14:00:00"
"2024-01-10 14:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"14:00:00";"15:00:00";60.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;"";"Robotechniker in der Anlage";0.0;0.0;840.0;900.0;"";"";"";"";"robotechniker in der anlage";"robotechniker in der anlage";"J";3;"30311654.0";"515102020.0";"N";"2024-01-10";0.0;0.6153846153846154;0.6153846153846154;249.2826617826618;"2024-01-10 14:00:00"
"2024-01-10 15:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"15:00:00";"16:00:00";60.0;5.0;0.0;2.0;0.0;2.0;0.0;30.0;0.0;0.0;0.0;"";"Anlage voll fahren";0.0;0.0;900.0;960.0;"";"";"";"";"anlage voll fahren";"anlage voll fahren";"J";2;"30311039.0";"515123277.0";"N";"2024-01-10";0.0;0.6226415094339622;0.6226415094339622;249.2826617826618;"2024-01-10 15:00:00"
"2024-01-10 15:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"15:00:00";"16:00:00";60.0;5.0;0.0;2.0;0.0;2.0;0.0;10.0;0.0;0.0;0.0;"";"Robotechniker in der Anlage";0.0;8.5;900.0;960.0;"";"";"";"";"robotechniker in der anlage";"robotechniker in der anlage";"J";2;"30311039.0";"515123277.0";"N";"2024-01-10";0.0;0.6296296296296297;0.6296296296296297;249.2826617826618;"2024-01-10 15:00:00"
"2024-01-10 16:00:00";"2024-01-10";"2024-10-01";3;"2024/02";2024;1;10;1;"s";"16:00:00";"17:00:00";60.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;"OP 130.2";"Stütze lösen sich nicht,Robotechniker in der Anlage";0.0;8.5;960.0;1020.0;"OP 130.2";"OP 130.2";"";"";"stütze lösen sich nicht,robotechniker in der anlage";"stütze lösen sich nicht,robotechniker in der anlage";"J";1;"30311039.0|30311143.0";"515123277.0";"N";"2024-01-10";0.0;0.6363636363636364;0.6363636363636364;249.2826617826618;"2024-01-10 16:00:00"
