Datum,Wochentag,KW,DatumNEU,Jahr,Monat,Tag,Quartal,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Menge i. O. L4,Menge i. O. L5,MengeGesamtNIO,Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Bemerkung,Anzahl/ Std.,Sollzeit/ Stück (Min),Zeit_von_min,Zeit_bis_min,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Fehlercode,Bemerkung_norm,Bemerkung_std,Störfall,Anzahl Störfälle Zeitfenster
2024-12-16,1,2024/51,2024-12-16,2024,12,16,4,s,17:30:00,18:00:00,30.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-12-16,1,2024/51,2024-12-16,2024,12,16,4,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-12-16,1,2024/51,2024-12-16,2024,12,16,4,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1140.0,1200.0,,,,,,,N,0
2024-12-16,1,2024/51,2024-12-16,2024,12,16,4,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,1260.0,,,,,,,N,0
2024-12-16,1,2024/51,2024-12-16,2024,12,16,4,s,21:00:00,21:45:00,45.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,,Werkzeug einschließen und Reinigung,0.0,0.0,1260.0,1305.0,,,,,werkzeug einschließen und reinigung,werkzeug einschließen und reinigung,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,04:45:00,06:00:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,11:00:00,12:00:00,60.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,12:00:00,13:15:00,75.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,0.0,720.0,795.0,,,,,reinigung,reinigung,J,2
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,f,12:00:00,13:15:00,75.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,OP 100,Kratzer in Stw nacharbeiten,0.0,8.5,720.0,795.0,OP 100,OP 100,,,kratzer in stw nacharbeiten,kratzer in stw nacharbeiten,J,2
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,13:15:00,14:00:00,45.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,14:00:00,15:00:00,60.0,4.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,Liner 4 einseitig.,0.0,0.0,840.0,900.0,,,,,liner 4 einseitig.,liner 4 einseitig.,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,15:00:00,16:00:00,60.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,Liner 4 einseitig.,0.0,0.0,900.0,960.0,,,,,liner 4 einseitig.,liner 4 einseitig.,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,16:00:00,17:00:00,60.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,17:30:00,18:00:00,30.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,18:00:00,19:00:00,60.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,19:00:00,20:00:00,60.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1140.0,1200.0,,,,,,,N,0
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,20:00:00,21:00:00,60.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,,Werkzeug einschließen und Reinigung,0.0,0.0,1200.0,1260.0,,,,,werkzeug einschließen und reinigung,werkzeug einschließen und reinigung,J,1
2024-12-17,2,2024/51,2024-12-17,2024,12,17,4,s,21:00:00,21:45:00,45.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1260.0,1305.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,04:45:00,06:00:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,11:00:00,12:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,f,12:00:00,13:15:00,75.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,0.0,720.0,795.0,,,,,reinigung,reinigung,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,13:15:00,14:00:00,45.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,8.5,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,14:00:00,15:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,840.0,900.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,15:00:00,16:00:00,60.0,5.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,16:00:00,17:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,17:30:00,18:00:00,30.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,Reinigung,0.0,8.5,1080.0,1140.0,,,,,reinigung,reinigung,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,19:00:00,20:00:00,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,Reinigung,0.0,8.5,1140.0,1200.0,,,,,reinigung,reinigung,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,20:00:00,21:00:00,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,Reinigung,0.0,8.5,1200.0,1260.0,,,,,reinigung,reinigung,J,1
2024-12-18,3,2024/51,2024-12-18,2024,12,18,4,s,21:00:00,21:45:00,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,Reinigung,0.0,8.5,1260.0,1305.0,,,,,reinigung,reinigung,J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,04:45:00,06:00:00,75.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,3.0,3.0,0.0,15.0,0.0,0.0,0.0,R 03,Probleme mit dem  Spanner. ( Robotech  Informiert.),0.0,,480.0,540.0,R 03,R 03,,,probleme mit dem spanner. ( robotech informiert.),probleme mit dem spanner. ( robotech informiert.),J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,11:00:00,12:00:00,60.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,,Kratzer in Stw nacharbeiten,0.0,,660.0,720.0,,,,,kratzer in stw nacharbeiten,kratzer in stw nacharbeiten,J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,f,12:00:00,13:15:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,,720.0,795.0,,,,,reinigung,reinigung,J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,13:15:00,14:00:00,45.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,14:00:00,15:00:00,60.0,3.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,R 06,"Störung bei leoniefahrt 2 mal + Brenner gewechselt, Robtech informiert",0.0,,840.0,900.0,R 06,R 06,,,"störung bei leoniefahrt 2 mal + brenner gewechselt, robtech informiert","störung bei leoniefahrt 2 mal + brenner gewechselt, robtech informiert",J,1
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,15:00:00,16:00:00,60.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,16:00:00,17:00:00,60.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,17:30:00,18:00:00,30.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,18:00:00,19:00:00,60.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,19:00:00,20:00:00,60.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1140.0,1200.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,20:00:00,21:00:00,60.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,1260.0,,,,,,,N,0
2025-01-13,1,2025/03,2025-01-13,2025,1,13,1,s,21:00:00,21:45:00,45.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,,Werkzeug einschließen und Reinigung,0.0,,1260.0,1305.0,,,,,werkzeug einschließen und reinigung,werkzeug einschließen und reinigung,J,1
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,04:45:00,06:00:00,75.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,11:00:00,12:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,f,12:00:00,13:15:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,,720.0,795.0,,,,,reinigung,reinigung,J,1
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,13:15:00,14:00:00,45.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,R 06,Brenner tauschen ,0.0,,795.0,840.0,"R06, R07",R 06,R 07,,brenner tauschen,brenner tauschen,J,3
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,13:15:00,14:00:00,45.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,795.0,840.0,,,,,wartungsplan,wartungsplan,J,3
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,13:15:00,14:00:00,45.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Schweißnähte schlecht, Robtech informiert",0.0,,795.0,840.0,,,,,"schweißnähte schlecht, robtech informiert","schweißnähte schlecht, robtech informiert",J,3
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,14:00:00,15:00:00,60.0,4.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,R 06,"Software Endabschalter Störung bei Standard Blechen 229-230, Robtech informiert",0.0,,840.0,900.0,R 06,R 06,,,"software endabschalter störung bei standard blechen 229-230, robtech informiert","software endabschalter störung bei standard blechen 229-230, robtech informiert",J,1
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,15:00:00,16:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,R 06,"Leonie Störung, Korrekturwerte nicht Stimmig, Robech informiert",0.0,,900.0,960.0,R 06,R 06,,,"leonie störung, korrekturwerte nicht stimmig, robech informiert","leonie störung, korrekturwerte nicht stimmig, robech informiert",J,1
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,16:00:00,17:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,17:30:00,18:00:00,30.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,18:00:00,19:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,19:00:00,20:00:00,60.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1140.0,1200.0,,,,,,,N,0
2025-01-14,2,2025/03,2025-01-14,2025,1,14,1,s,20:00:00,21:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,1260.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,04:45:00,06:00:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,480.0,540.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,570.0,600.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,600.0,660.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,11:00:00,12:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,f,12:00:00,13:15:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,,720.0,795.0,,,,,reinigung,reinigung,J,1
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,13:15:00,14:00:00,45.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,795.0,840.0,,,,,wartungsplan,wartungsplan,J,2
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,13:15:00,14:00:00,45.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,,warten auf Stützen l5 Endnummer 740 ,0.0,,795.0,840.0,,,,,warten auf stützen l5 endnummer 740,warten auf stüzten l5 endnummer 740,J,2
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,14:00:00,15:00:00,60.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,0.0,0.0,,"Anlage leer gelaufen, auffüllen",0.0,,840.0,900.0,,,,,"anlage leer gelaufen, auffüllen","anlage leer gelaufen, auffüllen",J,1
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,15:00:00,16:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,900.0,960.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,16:00:00,17:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,960.0,1020.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,17:30:00,18:00:00,30.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1050.0,1080.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,18:00:00,19:00:00,60.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1080.0,1140.0,,,,,,,N,0
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,19:00:00,20:00:00,60.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,10.0,15.0,,warten auf Trapez Bleche 952 / 953  + Warten auf LKW von Seitenwandanlage,0.0,,1140.0,1200.0,,,,,warten auf trapez bleche 952 / 953 + warten auf lkw von seitenwandanlage,warten auf trapez bleche 952 / 953 + warten auf lkw von seitenwandanlage,J,1
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,20:00:00,21:00:00,60.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,30.0,0.0,0.0,R 02,"Drahtfasswechsel, Drahtseele gewechselt",0.0,,1200.0,1260.0,R 02,R 02,,,"drahtfasswechsel, drahtseele gewechselt","drahtfasswechsel, drahtseele gewechselt",J,1
2025-01-15,3,2025/03,2025-01-15,2025,1,15,1,s,21:00:00,21:45:00,45.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,,Werkzeug einschließen und Reinigung,0.0,,1260.0,1305.0,,,,,werkzeug einschließen und reinigung,werkzeug einschließen und reinigung,J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,04:45:00,06:00:00,75.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,285.0,360.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,06:00:00,07:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,360.0,420.0,,,,,,,N,0
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,07:00:00,08:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,420.0,480.0,,,,,,,N,0
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,08:00:00,09:00:00,60.0,3.0,0.0,0.0,4.0,4.0,0.0,15.0,0.0,0.0,0.0,R 06,Softwereendschalter A6. ( Robotech Informiert ),0.0,,480.0,540.0,R 06,R 06,,,softwereendschalter a6. ( robotech informiert ),softwereendschalter a6. ( robotech informiert ),J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,09:30:00,10:00:00,30.0,3.0,0.0,0.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,R 06,Softwereendschalter A6. ( Robotech an der Anlage ),0.0,,570.0,600.0,R 06,R 06,,,softwereendschalter a6. ( robotech an der anlage ),softwereendschalter a6. ( robotech an der anlage ),J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,10:00:00,11:00:00,60.0,3.0,0.0,0.0,2.0,2.0,0.0,40.0,0.0,0.0,0.0,R 06,Softwereendschalter A6. ( Robotech an der Anlage ),0.0,,600.0,660.0,R 06,R 06,,,softwereendschalter a6. ( robotech an der anlage ),softwereendschalter a6. ( robotech an der anlage ),J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,11:00:00,12:00:00,60.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,660.0,720.0,,,,,,,N,0
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,f,12:00:00,13:15:00,75.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,,Reinigung,0.0,,720.0,795.0,,,,,reinigung,reinigung,J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,s,13:15:00,14:00:00,45.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,,Wartungsplan,0.0,,795.0,840.0,,,,,wartungsplan,wartungsplan,J,1
2025-01-16,4,2025/03,2025-01-16,2025,1,16,1,s,14:00:00,15:00:00,60.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,,Stirnwand komplettieren,1.0,,840.0,900.0,,,,,stirnwand komplettieren,stirnwand komplettieren,J,2
